order	page	regionNumber	x1Region	y1Region	x2Region	y2Region	lineNumber	x1line	y1line	x2line	y2line	color_img_file_name	AT	GT2
5769	235	1	101	127	806	1146	20	109	852	794	922	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_235.png	דתימר חננו ײ חננו כירב שבענו בוז ˙ דבר אחר ויחנך ˙ לגאול אותך
5770	235	1	101	127	806	1146	21	136	894	795	953	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_235.png	כמה דתימר ײ חננו לך קוינו וגו' ˙˙ ישא ײ פניו אליך ˙ יעביר
5771	235	1	101	127	806	1146	22	117	935	795	994	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_235.png	כעסו ממך ואין ישא אלא לשון הסרה כמה דתימר ישא פרעה את ראשך ˙
5772	235	1	101	127	806	1146	23	109	967	797	1038	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_235.png	פניו ﭏו פנים של ועם כמה דתימר ונתתי פני באיש ההוא וגו' כומר אות
5773	235	1	101	127	806	1146	24	106	1011	799	1070	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_235.png	פנים של זעם שהיו ראויות לבא אליך יסירם ממך ˙ דבר אחד ישא ײ פני
5774	235	1	101	127	806	1146	25	116	1049	793	1108	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_235.png	אליך יסעה שאתה עומד ומתפר שנ' ויאמר אליו הנה נשאתי פניך וגו' ˙
5775	235	1	101	127	806	1146	26	101	1087	785	1146	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_235.png	הרי דברים קל וחומר אם ללוט נשא פנים מפני אברהם אוהבי לך לא אשא פ'
5776	236	1	110	141	923	1147	1	226	141	920	202	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	פנים מפניך ומפני אבותיך זה הוא שנאמר ישא ײ פניו אליך ˙ כתוב אחד אומ'
5777	236	1	110	141	923	1147	2	233	181	904	240	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	שא ײ פניו אליך וכתוב אחד אומראשר לא ישאפנים כיצד נתקיימו שני
5778	236	1	110	141	923	1147	3	233	219	915	278	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	כתובים הלו כשישרﭏ עושין רצון המקום ישא ײ פניו אליך וכשאין עושין רצון
5779	236	1	110	141	923	1147	4	236	257	917	316	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	המקום אשר לא ישאפנים ˙ דבר אחר ישא ײ פניו ˙ וכי הקב'ה' נושא פנים
5780	236	1	110	141	923	1147	5	232	296	919	355	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	והלאכבר נאמר אשר לא ישאפנים אמ' הק'בה' כשהם נושאים לי פנים כך אני
5781	236	1	110	141	923	1147	6	260	334	917	393	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	ושא להםפנים ˙ כאיזה צד כתבתי בתורת ואכלת ושבעת וברכת ואדם
5782	236	1	110	141	923	1147	7	232	371	919	430	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	מישרﭏ יושב הוא ובניו ובני ביתו ואין לפניהם כדי שביעה ונושאין ליפנים ומב
5783	236	1	110	141	923	1147	8	279	406	922	467	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	ומברכין ודקדקועל עצמן עד כזית עדכביצה לפירך ישא ײ פניו אליך גו' ˙
5784	236	1	110	141	923	1147	9	223	444	920	503	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	כתוב אחד אומישא ײ פניו וכתוב אחד אומר אשרלא ישא פנים עד שלא נחתם
5785	236	1	110	141	923	1147	10	233	483	913	540	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	גזרדין ישא ײ פניו אליך משנחתם גזר רין אשר לא ישא פנים ˙ ודכותיה
5786	236	1	110	141	923	1147	11	226	518	922	577	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	כתוב אחד אומר שומע תפלה וכתוב אחר אומר סכותה בענן עד שלא
5787	236	1	110	141	923	1147	12	244	557	922	616	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	נחתם גזרדין שומע תפלה משנחתם גזרדין סכותה בענן לך כתוב
5788	236	1	110	141	923	1147	13	232	595	918	654	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	אחד אומר קרוב ײ לכל ר וראיו וכתוב אחר אומר לה ײ תעמד ברחוק וגו'
5789	236	1	110	141	923	1147	14	230	633	918	692	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	עד שלא נחתם גזר דין קרובײ לכל הוראיו משנחתם גזרדין למה ײ תעמר
5790	236	1	110	141	923	1147	15	216	671	920	730	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	ברחוק ˙ כתוב אחד אומר מפיעליון לאתצא הרעות והטוב וכתוב אחר
5791	236	1	110	141	923	1147	16	230	708	919	767	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	אומר וישקד ײ על הרעה עד שלא נחתם גזר דין מפי עליון לא תצאהרעות
5792	236	1	110	141	923	1147	17	237	743	918	802	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	משנחתם גזר דין וישקד ײ על הרעה ˙ כתוב אחד אומר כבסי מרעה
5793	236	1	110	141	923	1147	18	110	781	923	840	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	לבד ירושלם וכתוב אחר אומר כי אם תכבשי ותרבילך בורית וגו' ˙ עדי
5794	236	1	110	141	923	1147	19	230	820	923	879	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	שלא נחתם גזר דין כבסימרעה לבך ירושלם משנחתם גזרדין כי אם תכבסי
5795	236	1	110	141	923	1147	20	237	858	923	919	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	בנתר וגו' ˙˙ כתוב אחד אומר שובו בנים שובבים וכתוב אחר אומר
5796	236	1	110	141	923	1147	21	226	898	910	957	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	אם ישוב ולא ישוב ﭏא כאן קודם גזר דין כאן לאחר גזרדין ˙ כתוב אחד
5797	236	1	110	141	923	1147	22	241	936	917	995	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	אומר דרשו ײ בהמצאו קראוהו בהיות קרוב וכתוב אחד אומר חי אני
5798	236	1	110	141	923	1147	23	236	973	920	1032	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	אם אדרש לם ˙ כאן קודם גזרדין כאן לאחר גזרדין ˙˙ כתוב אחד אומר
5799	236	1	110	141	923	1147	24	239	1006	914	1078	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	אם אחפז במות המת וכתוב אחר אומר כי חפץ ײ להמיתך כאן קודם
5800	236	1	110	141	923	1147	25	231	1048	923	1107	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	גורדין כאן לאחר גזר רין ˙˙ דבר אחר ישא ײ פניו אליך ˙ בעולם הזה
5801	236	1	110	141	923	1147	26	233	1088	915	1147	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_236.png	אשר לא ישא פנים לעולם הבא ˙˙ דבר אחר ישא ײ פניו אניך ˙וכתוב אחר
5802	237	1	1	1	803	1144	0	0	0	0	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	ת
5803	237	1	1	1	803	1144	1	116	131	707	201	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	ושרלא ישא פנים היה ר אשין דוסא אומר כיצד תקיימו יתי מקראות
5804	237	1	1	1	803	1144	2	114	168	798	241	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	לו שלא שא ײפניו בדבר שכך לבינו אשר לא שאפנים דבר שבנך בין
5805	237	1	1	1	803	1144	3	117	207	776	279	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	משרך ˙ עקיבא אומרבתוב אחד וקה ווב אחד אומר אינקה האך
5806	237	1	1	1	803	1144	4	115	247	774	316	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	אפשרל ים שני שורים הללו ﭏא בדבר שינך לנינו וקה בדבר שינך לבין
5807	237	1	1	1	803	1144	5	116	284	778	355	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	חבריך לא ינרה ˙ בן עזאי אומר מנקק הוא לשבים ואינו מנקה לשא נןשבין ˙
5808	237	1	1	1	803	1144	6	113	322	783	393	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	דבר אור ישאײ פניו אליך ˙ יהפך פניו צלפי אבל לא דומה שואל שלום אברו
5809	237	1	1	1	803	1144	7	108	359	795	430	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	בתוך פניו כשואל מן הצדדין ﭏא ישא ײ פניו אלי ' ˙ יהפך פניו אצלך כמה דתימר
5810	237	1	1	1	803	1144	8	111	395	803	466	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	ופניתי אליכם והפריתי ˙ וישם לך שלום ˙ שלום בכניאתך שלום ביציאתך
5811	237	1	1	1	803	1144	9	103	432	791	503	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	שום בביתך שלום עם כל אדם ˙ ר'נתן אומר וישם לך שאם ˙ זה שלום מיסת
5812	237	1	1	1	803	1144	10	117	469	797	540	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	בית דוד שנא' למרבה המשרה ולשלום אין קץ ˙ ר' אומר זה שלום תורה שנ' ײא
5813	237	1	1	1	803	1144	11	105	506	791	577	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	עוז לעמו יתן ײ יברך את עמו בשלום גדול שלום שהק'ב'ה' שינה בברמפני השלו'
5814	237	1	1	1	803	1144	12	109	544	798	613	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	שנא האף אמנם אלר ואני זקנתי ˙ גדול השלום ששינה המאך שריבר ע
5815	237	1	1	1	803	1144	13	105	582	792	653	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	מנוח מפני השלום של אשה אמר הנה נא את עקרה ולא ילדית ולא סיפר דבר
5816	237	1	1	1	803	1144	14	108	618	791	690	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	זה למנוח ˙ גדול שלוק שהשם שנכתב בקדושה אמ' הק'ב'ה' ימחה על המים
5817	237	1	1	1	803	1144	15	101	657	788	728	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	בשבו להטיל שלוה בין איש לאשתו ˙ ר' ﭏעזר אוגדור שלום שלא נטעו הנבאו'
5818	237	1	1	1	803	1144	16	107	693	769	765	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	בפיעל הבריות ליא שלום ˙ רשמעון בן חלפתא אומר ודול שלום שאין
5819	237	1	1	1	803	1144	17	108	730	777	800	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	לימקבל בדנה אא שלום שנ' ײ יברך את עמו בשום ˙ אף בבדת כתים
5820	237	1	1	1	803	1144	18	105	767	782	837	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	אחר כל שריטת ס מן שלום וישם לך כשלום ˙ מר שאין ברכות ות
5821	237	1	1	1	803	1144	19	105	806	791	873	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	כלום אלש אנין ששי עמהם ˙˙שה ןפר אותריל שלום ון
5822	237	1	1	1	803	1144	20	114	845	785	916	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	חותם ל התבלה ﭏא שלום ואין חותם בברת כהנים ײ שלום ˙ ידול שלים
5823	237	1	1	1	803	1144	21	113	883	770	953	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	שתן יים שנא' ותוי יירשו א ויתעגו ע ישהם  ד שלום
5824	237	1	1	1	803	1144	22	104	922	762	991	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	שהו' שקול כם האנו אמים תשהשלום וידא את הבל ˙לי
5825	237	1	1	1	803	1144	23	105	957	750	1029	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	בו שלר' ﭏעזר אומר שאפלו עדכדין עבודה דרה וא ביגיהם יביכול אמ
5826	237	1	1	1	803	1144	24	103	994	786	1066	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	הק'ב'ה’' איא השנון נונע בהם ש'  דשור וים אפר א אף  ושנחלרן˙
5827	237	1	1	1	803	1144	25	100	1030	780	1102	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	מי אמר ש לה לבם ה יאשמ א ודול ישלוםאה זאר
5828	237	1	1	1	803	1144	26	101	1085	765	1144	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_237.png	דולשהם  אתהי ותש ומה רינכן ˙ נל כי הקריאר וגו' רא'
5829	238	1	197	136	922	1149	1	261	136	905	195	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	שלא מלאכים ממדבר קדמות וגו' ˙ ואומר ועתה השיבה אתהן בשלום ˙
5830	238	1	197	136	922	1149	2	226	176	914	235	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	גדול שלום שאפלו המתים צריכין שלום שנא' ואתה תבא אל אבותיך בשלום
5831	238	1	197	136	922	1149	3	230	214	916	273	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	ואומר בשלום תומוה ˙ גדול שלום שניתן לעושי תשובה שנא' בורא ניב
5832	238	1	197	136	922	1149	4	228	252	914	311	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	שפתים שלום שלטםס לרחוק ולקרוב אמר ײ ורפאתיו ˙ היה ר' מאיר אומר
5833	238	1	197	136	922	1149	5	221	292	920	349	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	גדול הוא השלום שלא ברא הק'ב'ה’מדה יפה מן השלום שנתנה לצדיקים שבשעה
5834	238	1	197	136	922	1149	6	225	330	917	389	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	שנפטריז מן העולם ששכתות של מלאכי השרת מקדימין אותו בשלום ˙ ה
5835	238	1	197	136	922	1149	7	267	367	905	426	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	הראשולה אומרת יבא שלום ˙ שניה אומרת ינוחוער משכבותם ˙
5836	238	1	197	136	922	1149	8	220	404	909	462	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	השלישית אומרת הולך נכוחו ˙ ולא דיין לצריקים שמיתתן בידי כבוד שנ'
5837	238	1	197	136	922	1149	9	223	441	913	500	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	וכבוד יײ יאספך ˙ אלא שמרלסין לפניו בשלום יבא שלום ˙ גדור השלום שלא
5838	238	1	197	136	922	1149	10	223	479	912	538	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	ברא הק'ב'ה' מדה יפה מן השלום ומנעה מן הרשעים שבשעה שנפטרין לן
5839	238	1	197	136	922	1149	11	225	516	916	575	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	העולם שלש כתות של מלאכי חבלה מקדימות אותו ˙ הראשונה אומרת אין
5840	238	1	197	136	922	1149	12	228	554	916	613	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	שלום ˙ השניה אומרת אמר ײ לרשעים ˙ השלישית אומרת למעצבה
5841	238	1	197	136	922	1149	13	223	593	919	652	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	תשכבון ˙ לא דין לרשעים שמיתתן בידי מחבלין שנ' ותקרב לשחת נפשוחיתו
5842	238	1	197	136	922	1149	14	197	632	922	689	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	לממתים ˙ ואומר יהדפוהו מאוד אל חשך ˙ ואומר יהי דרכם חשך וחלקלקות
5843	238	1	197	136	922	1149	15	252	670	920	729	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	ומלאךײ דוחה ˙ ﭏא שהן מתקנטרין לפניהם ואומרים להם אין שלום וגו'
5844	238	1	197	136	922	1149	16	220	708	919	767	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	למעצבה תשכבון ˙ גדול שלום שניתן שכר התורה והמצות שנ ונתתי שלו
5845	238	1	197	136	922	1149	17	218	743	917	802	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	בארץ ˙ גדול שלום שניתן לאוהבי תורה שנ' שלום רב לאוהבי תורתך ואין למו
5846	238	1	197	136	922	1149	18	222	782	920	841	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	מכשול ˙ גדול שלום שניתן ללומרי תורה שנא וכל בניך למודי ײ ורב שלום
5847	238	1	197	136	922	1149	19	258	820	916	879	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	בניך ˙ גדול שלום שניתן לעושי צדקה שנא' והיה מעשה הצדקה שלום ˙
5848	238	1	197	136	922	1149	20	227	860	917	919	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	גדול שלום ששמו של הק'ב'ה'שלום שנא ויקרא לו ײ שלום ˙ גדול שלום שררי
5849	238	1	197	136	922	1149	21	228	899	919	958	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	עליונים צריכין שלום שנא' עושה שלום במרומיו ˙ והרי דברים קל וחומר
5850	238	1	197	136	922	1149	22	221	937	918	996	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	ומהאם במקום שאין איבה ושנאה ועל דבבות צריכין שלום קל ואומר למקום
5851	238	1	197	136	922	1149	23	226	975	912	1034	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	שיש בו כל המדות הללו ˙ ר' שמעון היה אומר בא וראה שלא כמדת
5852	238	1	197	136	922	1149	24	232	1012	917	1072	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	הק'בה' מדת בשר ודם מלך בשר ודם כשהולך למל חמה הוא הולך באכלוסין
5853	238	1	197	136	922	1149	25	248	1051	914	1110	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	ובגיונות שנ עושה שום במומיו וכתיב אחריו היש מספר לגדודיו וגו' ˙
5854	238	1	197	136	922	1149	26	227	1089	911	1149	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_238.png	ואומר רכב ﭏהים רבותים אלפי שנאן ײ בם סיני בקדש ˙ ואומר אלף אלפין
5855	239	1	101	124	811	1127	1	120	124	796	195	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	ישמשוניה וריבו ריבבן קדמוהי יקומון דינ' יתב וגו' ˙ וכשהוא הולך למלחמה
5856	239	1	101	124	811	1127	2	119	169	800	228	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	איו הולך אלא יחידי שנא' ײ איש מלחמה ײ שמו בשמו הוא נלחם ואיני צרדיך
5857	239	1	101	124	811	1127	3	114	200	811	271	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	לסיוע ˙ ואומר פורה דרכתי לבדי וגו' ˙ את מוצא בשפרע מדור המבול לאפר
5858	239	1	101	124	811	1127	4	110	238	807	309	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	ﭏא יחידי שנ' הנני מביא את המבול מים וגו' ˙ וכן מאנשי סדום לאפרע אלא יח
5859	239	1	101	124	811	1127	5	129	277	798	348	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	שנ' וײ המטיר על סדום וגו' ˙ וכן כשפרעמן המציים שנא' וײ הכהכל בכור וגו' ˙
5860	239	1	101	124	811	1127	6	119	315	801	385	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	וכן פרע מאמריים יחידי שנא' וײ השליך עליהם אבנים גדולות וגו' ˙ וכן
5861	239	1	101	124	811	1127	7	110	352	799	421	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	מסנחריב פרע יחידי שנא'ויצא מלאך ײ ויך במחנה אשור וגו' ˙˙ כתוב אח
5862	239	1	101	124	811	1127	8	117	387	803	458	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	אומר היש מספר לגדוריו ˙ וכתוב אחר אומר אלף אלפין ישמשוניה וגו' כיצר
5863	239	1	101	124	811	1127	9	127	424	799	495	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	נתקיימו שני פסוקים הללו ﭏא עד שלאגלו ישרﭏ מארצם היש מספר לגדודיו
5864	239	1	101	124	811	1127	10	104	461	795	532	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	משגלו ישרﭏ מאריצם אלף אלפין ישמשוניה כביכול נתמעטה פמלא של מלה
5865	239	1	101	124	811	1127	11	112	496	787	569	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	ר' אומר משום אבא יוסי בן דוסתאי אלף אלפין ישמשוניה גדוד אחד וכמה
5866	239	1	101	124	811	1127	12	109	537	792	606	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	הן גדודיו היש מספר לגדודיו ˙ כתוב אחד אומר מונה מספר לכוכבים ללם
5867	239	1	101	124	811	1127	13	122	573	794	644	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	שמות יקרא ˙ וכתוב אחר אומר המוציא במספר צבאם לכלם בשם יקרא וגו' ˙
5868	239	1	101	124	811	1127	14	108	611	795	682	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	כשהק'בה' קורא אותם הוא קורא שמות כולם כאחת והם עונין מה שאי אפש
5869	239	1	101	124	811	1127	15	107	648	792	720	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	לו לבשר ודם לקרא שני שמות כאחת ˙ ובן הוא אומר וידבר ﭏהים את כל הדברי'
5870	239	1	101	124	811	1127	16	113	686	791	757	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	האלה לאמר ˙ מלמד שכל עשרת הדברות אמר בדבור אחד ˙ ואומר אחת דבר
5871	239	1	101	124	811	1127	17	105	722	797	793	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	ﭏהים שתים זו שמעו' כי עז לאלהים ˙ ואומר הלאכה דברי כאש נאם ײ וכפטש
5872	239	1	101	124	811	1127	18	110	760	784	829	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	יפוצץ סלע˙˙ ר' אומרמשום אבא יוסי בן דוסתאי מהו לכלם שמות יקרא
5873	239	1	101	124	811	1127	19	111	796	783	868	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	שאין שם שם שנוי לא השם נקרא עכשו הוא נקרא לאחר זמן וכן הוא אומר
5874	239	1	101	124	811	1127	20	104	835	794	906	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	למה זה תשאל לשמי והוא פלאי אני יודע לא י זה שם אני מתחלף ˙ כתובאחד
5875	239	1	101	124	811	1127	21	101	875	778	946	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	אומר ויקן דוד את חלקת הגרן בכסף שקלים חמשים וכתוב אחר אומר ויתןדו
5876	239	1	101	124	811	1127	22	106	912	790	983	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	לארנן במקום שרלי זהב משקי שש מאות ˙ כוצד יתקיימו שני פסוקים חללו מ'
5877	239	1	101	124	811	1127	23	116	949	787	1020	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	מקום הגרן בשש מאות מהום המזבח בחמשים ˙˙ ר' אומ' משום אבא יוסי
5878	239	1	101	124	811	1127	24	101	987	785	1058	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	בן דוסתאי שנים עשר שבטים היו כינטל דוד מכל שבט ושבט חמשים שקל נמ'
5879	239	1	101	124	811	1127	25	102	1024	788	1095	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	נמצאו שש מאות שקלים מכל השבטים ˙ ר' ﭏעזר בן שמוע אומר הגרן בשש
5880	239	1	101	124	811	1127	26	101	1068	783	1127	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_239.png	מאות שקל אבל הבקר לעולה והמוריגים וכלי הבקר רעים בכסף שקי בזל
5881	240	1	225	137	935	1185	1	253	137	925	207	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	וב אחד אומר ויהי לשלמה ארבעים אלף אורות סוסים וכתוב אחר אומר
5882	240	1	225	137	935	1185	2	251	175	929	247	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	ולשלמה ארבעת אלפים אורות סוסים ˙ כיצד יתקיימו שני כתובים הללו א'
5883	240	1	225	137	935	1185	3	237	214	928	286	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	בעת אלפים אסטבלאות של ארבעים אלף סוסים כתוב אחד אומר מחזיק
5884	240	1	225	137	935	1185	4	252	253	922	325	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	ום שלשת אלפים יכיל וכתוב אחר אומראלפים בת יכיל כיצד יתקיימו שני
5885	240	1	225	137	935	1185	5	249	295	930	365	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	ובים הללו בלח אלפים בבש שלשת אלפים מכאן אמרו כורים בלא שהם
5886	240	1	225	137	935	1185	6	250	334	921	406	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	שת כורים ביבש ˙˙ חביב הוא השלום שכל המעשים וזכיות שעשה
5887	240	1	225	137	935	1185	7	248	372	924	443	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	רהם אבינו לא נתן לו שכרו ﭏא שלום שנא' ואתה תבא אל אבותיך בשלום ˙
5888	240	1	225	137	935	1185	8	233	411	919	482	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	את מונא באבינו יעקב שבקש מן המקום שלום שנא ושתי בשלום אל בית
5889	240	1	225	137	935	1185	9	236	453	930	520	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	ווגו' ˙ וכן את מוצא באהרן שלא נשתבחלפני המרקום ﭏא בשלום שנא בריתי
5890	240	1	225	137	935	1185	10	244	490	929	560	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	תה אתו וגו' ˙ וכן את מוצא בפנחס שמתן שכרו שלום שנא' הננינותן לו
5891	240	1	225	137	935	1185	11	245	529	926	601	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	ובריתי שלום ˙ וכן את מוצא שלא נמשלה' תורה אלא בשלום שנאמ' וכל
5892	240	1	225	137	935	1185	12	242	567	928	638	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	יבותיה שלום ˙ וכן את מוצא שאין הקב'ה' מנחם את ירושלם אלא
5893	240	1	225	137	935	1185	13	239	607	935	679	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	ולום שנ' וישב עמי בנוה שלום ˙ וכן לא פרעמן עמון ומואב אלא שמנע
5894	240	1	225	137	935	1185	14	240	647	924	719	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	ם שלום שנא' לא תדרש שלומם וטובתם וגנ וכן ישרﭏ מתברכים בכל
5895	240	1	225	137	935	1185	15	239	677	931	764	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	בשלום שנא' וישם לך שלום ˙˙ ושמו את שמי ˙ מלמד שהם מתברכים
5896	240	1	225	137	935	1185	16	235	724	928	793	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	ום המיוחד יכול אף בובולין יהיו מברכין בשם המיוחד תנמוד לומר ושמו
5897	240	1	225	137	935	1185	17	238	762	929	832	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	תשמי ונאמר להלן לשום את שמי שם מה להלן מקדש אף כאן מקדש אלא
5898	240	1	225	137	935	1185	18	233	802	925	872	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_240.png	שרבו הפריצים חזרו להיות מוסרים את השם לצנועים שבכהונה אמר
